GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,TDPE001,TDPE002,TDPE003,TDPE004,TDPE005,TDPE006,TDPE007,TDPE008,TDPE009,TDPE010,TXBE001,T76E001,NAME_M,TDPM001,TDPM002,TDPM003,TDPM004,TDPM005,TDPM006,TDPM007,TDPM008,TDPM009,TDPM010,TXBM001,T76M001
"G0600090","2011-2013",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,"Calaveras County, California",44788,40897,140,430,371,0,843,2107,137,1970,55188,233800,"Calaveras County, California",0,347,100,234,136,118,345,323,121,303,4770,14852
"G0600110","2011-2013",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,"Colusa County, California",21373,17974,96,353,357,16,1863,714,325,389,50607,166200,"Colusa County, California",0,683,76,66,118,19,666,247,207,152,3783,11805
"G0600130","2011-2013",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,"Contra Costa County, California",1079460,675350,97424,5920,158024,5217,74808,62717,10621,52096,77087,395000,"Contra Costa County, California",0,5174,1965,796,2722,509,4946,4049,1581,3618,1129,5819
"G0600150","2011-2013",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,"Del Norte County, California",28202,21332,1036,1164,448,150,1584,2488,40,2448,37675,184200,"Del Norte County, California",0,443,148,271,166,112,411,408,47,406,4243,14252
"G0600170","2011-2013",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,"El Dorado County, California",181095,156403,2029,1893,7069,93,7553,6055,631,5424,65525,343300,"El Dorado County, California",0,1422,473,678,632,98,1162,832,332,706,2132,7453
"G0600190","2011-2013",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,"Fresno County, California",947942,547023,48428,10448,92765,1552,209582,38144,14298,23846,43785,180800,"Fresno County, California",0,7477,1160,1396,1855,299,7519,3411,2294,2591,682,3276
"G0600210","2011-2013",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,"Glenn County, California",28023,23983,247,529,648,88,1644,884,335,549,38016,219400,"Glenn County, California",0,845,101,125,145,92,737,335,258,216,5237,23827
"G0600230","2011-2013",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,"Humboldt County, California",134768,111320,1503,7139,3126,411,3546,7723,1314,6409,42101,283000,"Humboldt County, California",0,811,219,631,365,128,685,835,441,818,1654,6836
"G0600250","2011-2013",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,"Imperial County, California",176416,127287,5205,2238,2485,188,30526,8487,4183,4304,40931,137700,"Imperial County, California",0,3062,197,642,237,119,2907,1433,1060,1039,1451,5493
"G0600290","2011-2013",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,"Kern County, California",856363,631435,48642,10713,38763,1259,98319,27232,7831,19401,46980,154900,"Kern County, California",0,6435,1365,1382,1022,333,6391,2028,1364,1853,1239,2419
"G0600310","2011-2013",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,"Kings County, California",151445,107191,9630,1750,5457,334,20466,6617,1460,5157,47035,165800,"Kings County, California",0,2291,464,296,542,54,2318,839,433,694,2033,4058
"G0600330","2011-2013",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,"Lake County, California",64040,51767,1548,2576,813,170,5531,1635,435,1200,35523,164500,"Lake County, California",0,988,157,427,180,126,1035,418,282,321,3058,8991
"G0600350","2011-2013",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,"Lassen County, California",33362,24121,2803,1086,507,255,3330,1260,485,775,49656,169800,"Lassen County, California",0,505,169,133,47,27,566,304,161,213,4103,7208
"G0600370","2011-2013",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,"Los Angeles County, California",9951320,5347548,829862,52433,1386586,26267,1928831,379793,107106,272687,54244,410500,"Los Angeles County, California",0,19803,4840,2883,4985,1288,19521,8120,4535,7615,326,1658
"G0600390","2011-2013",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,"Madera County, California",152255,124920,5019,2660,3193,798,11405,4260,1415,2845,43073,171300,"Madera County, California",0,1903,623,556,322,520,1674,985,482,821,2342,3984
"G0600410","2011-2013",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,"Marin County, California",256486,203771,6994,769,14545,579,19723,10105,1991,8114,89290,763400,"Marin County, California",0,1985,594,297,722,116,1960,1138,818,831,3470,17239
"G0600450","2011-2013",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,"Mendocino County, California",87333,71698,624,3627,1485,224,5913,3762,555,3207,42111,294200,"Mendocino County, California",0,1437,195,684,235,157,1291,544,290,444,2365,11426
"G0600470","2011-2013",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,"Merced County, California",261493,164576,9150,2425,20079,625,53123,11515,4856,6659,41277,143000,"Merced County, California",0,3647,411,567,587,164,3590,1581,1229,1061,1129,4988
"G0600530","2011-2013",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,"Monterey County, California",425414,317548,12218,3259,26712,2237,48605,14835,3430,11405,57382,339500,"Monterey County, California",0,3973,661,910,859,168,4024,1453,819,1167,1428,7330
"G0600550","2011-2013",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,"Napa County, California",139042,106325,2850,793,10161,335,13574,5004,1500,3504,67203,412400,"Napa County, California",0,2020,340,373,473,84,1895,705,441,607,2929,13698
"G0600570","2011-2013",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,"Nevada County, California",98394,90323,380,923,1425,90,2403,2850,462,2388,55041,338700,"Nevada County, California",0,875,180,268,229,85,838,566,313,458,3352,10724
"G0600590","2011-2013",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,"Orange County, California",3084550,1959103,50171,11009,574722,9564,372765,107216,24363,82853,74030,511900,"Orange County, California",0,10320,1639,1083,2865,649,10579,4772,2270,4239,733,4106
"G0600610","2011-2013",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,"Placer County, California",361892,303680,4419,1930,23353,258,11259,16993,2334,14659,71463,331300,"Placer County, California",0,1785,528,442,1096,146,1621,1716,640,1490,1630,4851
"G0600650","2011-2013",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,"Riverside County, California",2264491,1484393,142001,22390,136519,6991,378114,94083,27414,66669,54241,226400,"Riverside County, California",0,10820,2459,2126,2481,618,9621,4897,2936,4293,600,2137
"G0600670","2011-2013",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,"Sacramento County, California",1448487,866696,145982,12343,212521,14810,101152,94983,14448,80535,53697,223000,"Sacramento County, California",0,5716,2548,1578,2732,799,5943,4390,1648,4062,724,2152
"G0600690","2011-2013",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,"San Benito County, California",56867,49021,633,409,1186,0,3199,2419,848,1571,67268,335100,"San Benito County, California",0,1128,136,220,272,118,884,569,450,357,4098,15451
"G0600710","2011-2013",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,"San Bernardino County, California",2076322,1308680,180513,17671,135718,7147,335899,90694,24300,66394,52124,215200,"San Bernardino County, California",0,13491,2570,1938,2384,519,12457,5139,2327,4124,618,2820
"G0600730","2011-2013",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,"San Diego County, California",3175313,2255438,160727,22901,357068,14886,215037,149256,27231,122025,61382,397300,"San Diego County, California",0,8494,2881,1936,3374,842,8022,6047,2215,5614,544,2471
"G0600750","2011-2013",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,"San Francisco County, California",826626,409040,47626,3108,276062,3505,50738,36547,5973,30574,74559,740700,"San Francisco County, California",0,3629,1577,612,1620,309,3466,2286,887,2002,1355,9468
"G0600770","2011-2013",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,"San Joaquin County, California",700220,403253,50974,5056,100174,3952,85136,51675,8174,43501,51769,198900,"San Joaquin County, California",0,4857,1685,917,2094,471,4956,3511,1344,3539,887,4588
"G0600790","2011-2013",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,"San Luis Obispo County, California",274106,230917,6101,2398,10092,270,14993,9335,1318,8017,57870,417900,"San Luis Obispo County, California",0,2388,552,864,652,193,2379,1089,385,1085,1341,10134
"G0600810","2011-2013",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,"San Mateo County, California",738114,421718,19818,1984,191236,10387,58903,34068,6526,27542,86245,717900,"San Mateo County, California",0,3749,656,497,1826,437,3702,1989,1163,1942,1480,6473
"G0600830","2011-2013",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,"Santa Barbara County, California",430616,309532,8181,4173,21817,874,68480,17559,5041,12518,62411,433400,"Santa Barbara County, California",0,4568,802,620,832,115,4879,1730,1004,1361,1586,16496
"G0600850","2011-2013",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,"Santa Clara County, California",1836454,908516,48843,9895,605801,6740,174213,82446,17916,64530,91201,648800,"Santa Clara County, California",0,8001,1357,1276,2312,577,7795,3688,2099,3155,953,4903
"G0600870","2011-2013",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,"Santa Cruz County, California",266908,219475,2911,1718,11426,360,19939,11079,2283,8796,67096,541700,"Santa Cruz County, California",0,2916,262,596,606,203,2678,1313,657,903,2483,11242
"G0600890","2011-2013",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,"Shasta County, California",178422,154940,1791,5129,4682,476,4695,6709,703,6006,42930,204800,"Shasta County, California",0,1121,313,646,392,34,1153,945,380,883,1957,6354
"G0600930","2011-2013",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,"Siskiyou County, California",44249,38265,648,1410,738,253,520,2415,125,2290,36510,180100,"Siskiyou County, California",0,287,96,223,84,162,172,306,68,310,2071,8474
"G0600950","2011-2013",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,"Solano County, California",420628,225570,58276,2453,63314,3627,37809,29579,5120,24459,64767,250300,"Solano County, California",0,2910,1339,508,1252,381,2735,1781,978,1562,1807,4329
"G0600970","2011-2013",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,"Sonoma County, California",491057,383509,7622,5926,19237,1619,53253,19891,3527,16364,61479,394600,"Sonoma County, California",0,4034,616,1462,910,427,3840,1414,904,1280,1341,5407
"G0600990","2011-2013",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,"Stanislaus County, California",521597,392802,14742,4312,27718,3832,54799,23392,6286,17106,46943,166100,"Stanislaus County, California",0,4195,1105,873,1123,386,4294,2356,1285,2131,1080,2399
"G0601010","2011-2013",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,"Sutter County, California",94916,65499,2107,1243,13652,295,6706,5414,863,4551,49956,172800,"Sutter County, California",0,1428,293,382,630,88,1264,969,326,870,2519,5293
"G0601030","2011-2013",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,"Tehama County, California",63220,55396,416,1657,589,146,2433,2583,545,2038,41938,167800,"Tehama County, California",0,1063,219,521,186,145,951,619,313,552,2911,6572
"G0601070","2011-2013",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,"Tulare County, California",450964,368501,8084,6233,15726,537,36297,15586,4617,10969,40960,155400,"Tulare County, California",0,3715,838,804,829,154,3653,1985,1069,1539,1118,2356
"G0601090","2011-2013",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,"Tuolumne County, California",54209,47630,1125,962,623,108,1996,1765,228,1537,46379,255700,"Tuolumne County, California",0,495,163,217,159,90,499,339,127,296,3530,12857
"G0601110","2011-2013",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,"Ventura County, California",834880,648804,15439,5220,57703,1205,70225,36284,8969,27315,75536,429000,"Ventura County, California",0,4572,889,874,1214,299,4709,2451,1181,2224,1210,3957
"G0601130","2011-2013",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,"Yolo County, California",203504,135836,5379,2400,26716,1170,20526,11477,2534,8943,51734,299100,"Yolo County, California",0,2276,886,810,639,106,2175,1211,765,1030,1765,10906
"G0601150","2011-2013",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,"Yuba County, California",72958,50899,2461,1217,5088,244,7749,5300,1673,3627,45216,168400,"Yuba County, California",0,1384,284,350,352,88,1343,962,645,615,2185,7239
"G0800010","2011-2013",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Colorado",460320,380055,14584,3802,17529,510,26956,16884,4094,12790,55223,185300,"Adams County, Colorado",0,3746,833,732,844,262,3555,1567,847,1394,1051,2067
"G0800050","2011-2013",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",596249,442149,60818,3473,30974,1275,30835,26725,7335,19390,60283,231200,"Arapahoe County, Colorado",0,3431,1248,803,756,119,3277,1844,1274,1470,1049,2278
"G0800130","2011-2013",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,"Boulder County, Colorado",305284,269441,2956,1517,12610,255,9701,8804,1013,7791,69260,351400,"Boulder County, Colorado",0,1762,430,482,640,178,1694,939,515,761,1891,6617
"G0800140","2011-2013",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,"Broomfield County, Colorado",58325,50606,629,155,3086,0,1517,2332,163,2169,78745,281800,"Broomfield County, Colorado",0,758,161,120,426,113,715,555,129,516,4360,8208
"G0800290","2011-2013",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,"Delta County, Colorado",30424,28779,384,113,174,0,573,401,46,355,40707,189400,"Delta County, Colorado",0,417,120,80,56,113,394,146,40,139,2186,9410
"G0800310","2011-2013",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,"Denver County, Colorado",634685,476021,62535,6653,22509,829,44251,21887,4763,17124,50728,254700,"Denver County, Colorado",0,4081,1232,1184,917,308,4290,2102,993,2055,776,4496
"G0800350","2011-2013",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,"Douglas County, Colorado",298924,272338,2962,856,12351,32,2552,7833,719,7114,100260,333700,"Douglas County, Colorado",0,905,402,306,577,48,665,917,349,930,2330,4179
"G0800370","2011-2013",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,"Eagle County, Colorado",52050,46077,394,304,457,0,3872,946,294,652,71408,414100,"Eagle County, Colorado",0,1462,231,194,273,113,1521,564,371,430,5948,30848
"G0800390","2011-2013",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,"Elbert County, Colorado",23474,22557,64,131,119,6,47,550,7,543,80074,326900,"Elbert County, Colorado",0,63,44,68,77,11,56,109,12,109,6852,13142
"G0800410","2011-2013",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,"El Paso County, Colorado",645787,524342,38512,3964,17602,2330,25211,33826,4419,29407,57001,212800,"El Paso County, Colorado",0,2888,1799,831,999,480,2604,2438,921,2240,1029,2956
"G0800430","2011-2013",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,"Fremont County, Colorado",46835,40404,2801,841,279,57,1248,1205,412,793,39401,164100,"Fremont County, Colorado",0,828,520,258,104,96,455,471,306,315,3134,5338
"G0800450","2011-2013",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,"Garfield County, Colorado",56753,50271,770,527,337,0,3310,1538,280,1258,53222,278300,"Garfield County, Colorado",0,1243,582,266,115,113,1072,560,212,505,3130,9985
"G0800590","2011-2013",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,"Jefferson County, Colorado",545384,496619,5632,4710,13428,340,9304,15351,2029,13322,67952,264000,"Jefferson County, Colorado",0,1856,486,868,651,139,1369,1147,475,1049,1310,2102
"G0800670","2011-2013",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,"La Plata County, Colorado",52539,46424,235,3118,401,73,1374,914,281,633,56611,324000,"La Plata County, Colorado",0,404,85,235,69,79,415,279,154,212,4105,11785
"G0800690","2011-2013",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,"Larimer County, Colorado",310604,281974,2561,1590,6266,259,8400,9554,1969,7585,57316,246900,"Larimer County, Colorado",0,1446,388,438,596,82,1288,1085,652,905,1143,3500
"G0800750","2011-2013",,,"Colorado","08","Logan County","075",,,,,,,,,,,,,,,,,"Logan County, Colorado",22597,20311,573,445,140,28,282,818,524,294,41551,122100,"Logan County, Colorado",0,460,292,287,134,51,195,481,413,218,4368,10792
"G0800770","2011-2013",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,"Mesa County, Colorado",147614,135659,1152,1286,902,80,4410,4125,824,3301,47401,201000,"Mesa County, Colorado",0,1258,203,417,213,76,1025,628,443,444,2450,5195
"G0800830","2011-2013",,,"Colorado","08","Montezuma County","083",,,,,,,,,,,,,,,,,"Montezuma County, Colorado",25505,21308,101,2967,54,0,349,726,49,677,42038,177700,"Montezuma County, Colorado",0,304,132,219,48,113,205,334,54,316,2644,18347
"G0800850","2011-2013",,,"Colorado","08","Montrose County","085",,,,,,,,,,,,,,,,,"Montrose County, Colorado",40793,37145,333,218,213,114,2013,757,31,726,43736,181300,"Montrose County, Colorado",0,729,256,171,118,182,690,267,32,266,2974,9089
"G0800870","2011-2013",,,"Colorado","08","Morgan County","087",,,,,,,,,,,,,,,,,"Morgan County, Colorado",28429,25489,753,160,46,0,955,1026,446,580,46793,136000,"Morgan County, Colorado",0,638,152,58,38,113,541,417,245,300,3722,5198
"G0801010","2011-2013",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,"Pueblo County, Colorado",160951,126015,3662,4231,1017,121,18816,7089,3001,4088,41520,136500,"Pueblo County, Colorado",0,2271,689,1003,182,98,2087,903,581,667,1534,3666
"G0801070","2011-2013",,,"Colorado","08","Routt County","107",,,,,,,,,,,,,,,,,"Routt County, Colorado",23312,22173,147,37,284,0,356,315,129,186,60610,378500,"Routt County, Colorado",0,291,130,47,135,113,261,151,155,44,8956,25394
"G0801170","2011-2013",,,"Colorado","08","Summit County","117",,,,,,,,,,,,,,,,,"Summit County, Colorado",28241,24990,159,276,314,163,1902,437,269,168,61738,444000,"Summit County, Colorado",0,1019,115,331,196,219,959,376,335,170,7483,30648
"G0801190","2011-2013",,,"Colorado","08","Teller County","119",,,,,,,,,,,,,,,,,"Teller County, Colorado",23329,21857,323,120,336,0,337,356,36,320,59767,233000,"Teller County, Colorado",0,245,192,99,131,113,242,195,54,190,4806,13051
"G0801230","2011-2013",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,"Weld County, Colorado",263884,224510,2803,2381,3707,181,23688,6614,2245,4369,56491,196200,"Weld County, Colorado",0,2645,303,600,345,101,2415,1008,662,681,1256,5268
"G0900010","2011-2013",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",933794,691701,104389,2256,45983,257,66337,22871,7167,15704,81368,420400,"Fairfield County, Connecticut",0,3980,1792,555,996,155,3964,1946,1313,1633,1288,6147
"G0900030","2011-2013",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,"Hartford County, Connecticut",897426,654864,119938,1797,41612,356,50018,28841,7520,21321,64200,236700,"Hartford County, Connecticut",0,3122,1718,603,814,88,3010,2000,1196,1653,943,1822
"G0900050","2011-2013",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",187795,176162,2531,377,3125,0,2516,3084,334,2750,69786,255700,"Litchfield County, Connecticut",0,750,346,241,263,113,712,591,176,574,1840,5197
"G0900070","2011-2013",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",165741,147489,8341,194,4306,19,1441,3951,535,3416,77653,286900,"Middlesex County, Connecticut",0,815,501,136,341,33,576,870,302,783,2990,4743
"G0900090","2011-2013",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,"New Haven County, Connecticut",863217,650304,109695,2037,32586,167,49039,19389,5275,14114,60361,246700,"New Haven County, Connecticut",0,3374,1734,578,815,154,3352,2081,984,1644,1139,2768
